prefecture,city_name,percent
hyogo,宍粟市,0.31
hyogo,相生市,0.30
hyogo,丹波市,0.29
hyogo,川辺郡,0.28
hyogo,養父市,0.28
hyogo,美方郡香美町,0.24
hyogo,美方郡新温泉町,0.23
hyogo,丹波篠山市,0.22
hyogo,多可郡,0.22
hyogo,佐用郡,0.20
nara,吉野郡天川村,0.85
nara,天理市,0.63
nara,吉野郡東吉野村,0.60
nara,大和郡山市,0.51
nara,磯城郡田原本町,0.51
nara,磯城郡三宅町,0.50
nara,橿原市,0.48
nara,御所市,0.46
nara,奈良市,0.43
nara,山辺郡,0.43
nara,大和高田市,0.39
nara,桜井市,0.39
nara,北葛城郡上牧町,0.38
nara,葛城市,0.38
nara,北葛城郡王寺町,0.37
nara,吉野郡大淀町,0.37
nara,生駒郡平群町,0.36
nara,吉野郡川上村,0.35
nara,宇陀郡御杖村,0.34
nara,吉野郡黒滝村,0.32
nara,香芝市,0.31
nara,高市郡明日香村,0.31
nara,吉野郡十津川村,0.29
nara,五條市,0.27
nara,生駒市,0.26
nara,生駒郡安堵町,0.26
nara,吉野郡吉野町,0.26
nara,生駒郡三郷町,0.25
nara,宇陀市,0.25
nara,磯城郡川西町,0.24
nara,生駒郡斑鳩町,0.23
nara,北葛城郡河合町,0.23
nara,宇陀郡曽爾村,0.23
nara,吉野郡下市町,0.22
nara,北葛城郡広陵町,0.20
nara,高市郡高取町,0.16
nara,吉野郡下北山村,0.13
wakayama,日高郡印南町,0.51
wakayama,和歌山市,0.48
wakayama,岩出市,0.44
wakayama,日高郡美浜町,0.39
wakayama,伊都郡かつらぎ町,0.39
wakayama,御坊市,0.38
wakayama,紀の川市,0.35
wakayama,伊都郡九度山町,0.34
wakayama,伊都郡高野町,0.34
wakayama,西牟婁郡白浜町,0.29
wakayama,新宮市,0.28
wakayama,田辺市,0.26
wakayama,東牟婁郡北山村,0.25
wakayama,有田郡湯浅町,0.25
wakayama,東牟婁郡串本町,0.23
wakayama,橋本市,0.23
wakayama,有田郡有田川町,0.23
wakayama,海南市,0.22
wakayama,有田市,0.21
wakayama,海草郡,0.19
wakayama,東牟婁郡那智勝浦町,0.18
wakayama,日高郡みなべ町,0.18
wakayama,東牟婁郡古座川町,0.16
wakayama,西牟婁郡上富田町,0.15
wakayama,日高郡由良町,0.15
wakayama,日高郡日高川町,0.15
wakayama,西牟婁郡すさみ町,0.14
wakayama,有田郡広川町,0.13
wakayama,日高郡日高町,0.09
wakayama,東牟婁郡太地町,0.04
tottori,西伯郡日吉津村,1.06
tottori,境港市,0.44
tottori,倉吉市,0.42
tottori,米子市,0.41
tottori,鳥取市,0.39
tottori,日野郡日野町,0.28
tottori,東伯郡湯梨浜町,0.27
tottori,岩美郡,0.27
tottori,東伯郡琴浦町,0.26
tottori,西伯郡伯耆町,0.26
tottori,八頭郡智頭町,0.26
tottori,八頭郡若桜町,0.21
tottori,八頭郡八頭町,0.20
tottori,西伯郡大山町,0.18
tottori,東伯郡北栄町,0.15
tottori,東伯郡三朝町,0.12
tottori,西伯郡南部町,0.09
tottori,日野郡日南町,0.07
shimane,出雲市,0.34
shimane,隠岐郡知夫村,0.32
shimane,松江市,0.31
shimane,飯石郡,0.28
shimane,安来市,0.26
shimane,江津市,0.24
shimane,大田市,0.24
shimane,浜田市,0.22
shimane,益田市,0.22
shimane,鹿足郡津和野町,0.22
shimane,鹿足郡吉賀町,0.16
shimane,雲南市,0.13
shimane,仁多郡,0.12
shimane,隠岐郡隠岐の島町,0.12
shimane,邑智郡川本町,0.12
shimane,邑智郡邑南町,0.09
shimane,邑智郡美郷町,0.07
shimane,隠岐郡海士町,0.04
shimane,隠岐郡西ノ島町,0.04
okayama,岡山市北区,0.68
okayama,都窪郡,0.50
okayama,倉敷市,0.49
okayama,岡山市南区,0.49
okayama,岡山市中区,0.36
okayama,備前市,0.35
okayama,津山市,0.34
okayama,瀬戸内市,0.33
okayama,美作市,0.32
okayama,井原市,0.31
okayama,玉野市,0.30
okayama,総社市,0.29
okayama,岡山市東区,0.29
okayama,笠岡市,0.28
okayama,和気郡,0.26
okayama,加賀郡,0.25
okayama,浅口郡,0.23
okayama,真庭市,0.22
okayama,小田郡,0.22
okayama,久米郡久米南町,0.22
okayama,高梁市,0.20
okayama,浅口市,0.19
okayama,新見市,0.19
okayama,勝田郡勝央町,0.19
okayama,赤磐市,0.17
okayama,苫田郡,0.14
okayama,英田郡,0.14
okayama,真庭郡,0.12
okayama,勝田郡奈義町,0.11
okayama,久米郡美咲町,0.08
hiroshima,広島市中区,1.29
hiroshima,広島市南区,0.64
hiroshima,安芸郡府中町,0.52
hiroshima,世羅郡,0.51
hiroshima,安芸郡海田町,0.47
hiroshima,広島市東区,0.46
hiroshima,福山市,0.45
hiroshima,東広島市,0.41
hiroshima,広島市西区,0.41
hiroshima,呉市,0.41
hiroshima,三原市,0.41
hiroshima,安芸郡坂町,0.37
hiroshima,竹原市,0.36
hiroshima,尾道市,0.34
hiroshima,広島市安佐南区,0.33
hiroshima,広島市佐伯区,0.31
hiroshima,三次市,0.31
hiroshima,江田島市,0.31
hiroshima,大竹市,0.30
hiroshima,山県郡安芸太田町,0.30
hiroshima,山県郡北広島町,0.29
hiroshima,廿日市市,0.27
hiroshima,安芸郡熊野町,0.26
hiroshima,広島市安佐北区,0.25
hiroshima,府中市,0.25
hiroshima,広島市安芸区,0.24
hiroshima,安芸高田市,0.22
hiroshima,庄原市,0.19
hiroshima,神石郡,0.19
hiroshima,豊田郡,0.18
yamaguchi,宇部市,0.41
yamaguchi,柳井市,0.38
yamaguchi,萩市,0.32
yamaguchi,下関市,0.31
yamaguchi,周南市,0.31
yamaguchi,岩国市,0.28
yamaguchi,下松市,0.28
yamaguchi,山陽小野田市,0.27
yamaguchi,熊毛郡平生町,0.24
yamaguchi,大島郡,0.24
yamaguchi,山口市,0.23
yamaguchi,防府市,0.22
yamaguchi,玖珂郡,0.22
yamaguchi,光市,0.21
yamaguchi,長門市,0.18
yamaguchi,熊毛郡田布施町,0.17
yamaguchi,美祢市,0.14
yamaguchi,阿武郡,0.10
yamaguchi,熊毛郡上関町,0.04
tokushima,海部郡海陽町,0.49
tokushima,徳島市,0.43
tokushima,板野郡松茂町,0.40
tokushima,板野郡藍住町,0.37
tokushima,小松島市,0.35
tokushima,板野郡板野町,0.32
tokushima,鳴門市,0.29
tokushima,板野郡北島町,0.29
tokushima,吉野川市,0.26
tokushima,阿南市,0.26
tokushima,名西郡石井町,0.23
tokushima,板野郡上板町,0.18
tokushima,海部郡美波町,0.18
tokushima,美馬市,0.17
tokushima,名西郡神山町,0.15
tokushima,阿波市,0.14
tokushima,三好郡,0.14
tokushima,勝浦郡上勝町,0.14
tokushima,美馬郡,0.12
tokushima,三好市,0.12
tokushima,勝浦郡勝浦町,0.10
tokushima,海部郡牟岐町,0.08
tokushima,那賀郡,0.05
tokushima,名東郡,0.05
kagawa,綾歌郡宇多津町,0.65
kagawa,高松市,0.49
kagawa,善通寺市,0.49
kagawa,坂出市,0.40
kagawa,丸亀市,0.38
kagawa,東かがわ市,0.32
kagawa,仲多度郡多度津町,0.31
kagawa,仲多度郡まんのう町,0.31
kagawa,綾歌郡綾川町,0.27
kagawa,三豊市,0.27
kagawa,観音寺市,0.25
kagawa,木田郡,0.25
kagawa,仲多度郡琴平町,0.25
kagawa,さぬき市,0.23
kagawa,小豆郡小豆島町,0.22
kagawa,小豆郡土庄町,0.19
kagawa,香川郡,0.10
ehime,伊予郡松前町,0.67
ehime,松山市,0.60
ehime,喜多郡,0.55
ehime,新居浜市,0.45
ehime,今治市,0.44
ehime,西条市,0.44
ehime,東温市,0.43
ehime,伊予市,0.42
ehime,大洲市,0.40
ehime,八幡浜市,0.39
ehime,四国中央市,0.38
ehime,西予市,0.37
ehime,南宇和郡,0.33
ehime,宇和島市,0.32
ehime,北宇和郡鬼北町,0.28
ehime,北宇和郡松野町,0.27
ehime,伊予郡砥部町,0.25
ehime,越智郡,0.18
ehime,上浮穴郡,0.15
ehime,西宇和郡,0.08
kochi,安芸郡田野町,0.60
kochi,高知市,0.54
kochi,安芸郡芸西村,0.54
kochi,安芸郡東洋町,0.46
kochi,安芸郡安田町,0.38
kochi,安芸市,0.37
kochi,香南市,0.36
kochi,土佐市,0.31
kochi,土佐清水市,0.30
kochi,南国市,0.29
kochi,四万十市,0.27
kochi,須崎市,0.25
kochi,長岡郡大豊町,0.25
kochi,土佐郡土佐町,0.24
kochi,吾川郡いの町,0.23
kochi,香美市,0.22
kochi,室戸市,0.22
kochi,幡多郡三原村,0.21
kochi,長岡郡本山町,0.21
kochi,宿毛市,0.20
kochi,高岡郡佐川町,0.19
kochi,高岡郡四万十町,0.18
kochi,高岡郡越知町,0.17
kochi,幡多郡黒潮町,0.14
kochi,安芸郡奈半利町,0.13
kochi,高岡郡日高村,0.12
kochi,吾川郡仁淀川町,0.12
kochi,幡多郡大月町,0.11
kochi,安芸郡北川村,0.09
kochi,高岡郡中土佐町,0.08
kochi,高岡郡津野町,0.04
kochi,高岡郡梼原町,0.03
fukuoka,福岡市中央区,1.18
fukuoka,福岡市博多区,1.03
fukuoka,北九州市小倉北区,0.99
fukuoka,糟屋郡久山町,0.75
fukuoka,直方市,0.74
fukuoka,糟屋郡粕屋町,0.72
fukuoka,福岡市東区,0.70
fukuoka,田川市,0.69
fukuoka,糟屋郡新宮町,0.68
fukuoka,京都郡苅田町,0.68
fukuoka,北九州市戸畑区,0.67
fukuoka,田川郡糸田町,0.64
fukuoka,田川郡川崎町,0.64
fukuoka,中間市,0.64
fukuoka,遠賀郡芦屋町,0.60
fukuoka,鞍手郡鞍手町,0.59
fukuoka,福岡市城南区,0.58
fukuoka,遠賀郡水巻町,0.58
fukuoka,田川郡香春町,0.55
fukuoka,筑紫野市,0.54
fukuoka,飯塚市,0.53
fukuoka,遠賀郡遠賀町,0.53
fukuoka,築上郡築上町,0.52
fukuoka,福岡市早良区,0.51
fukuoka,北九州市八幡西区,0.50
fukuoka,大牟田市,0.50
fukuoka,福岡市西区,0.49
fukuoka,北九州市八幡東区,0.49
fukuoka,田川郡福智町,0.49
fukuoka,鞍手郡小竹町,0.49
fukuoka,福岡市南区,0.48
fukuoka,北九州市小倉南区,0.48
fukuoka,久留米市,0.47
fukuoka,大野城市,0.47
fukuoka,朝倉市,0.47
fukuoka,那珂川市,0.47
fukuoka,豊前市,0.46
fukuoka,宮若市,0.46
fukuoka,春日市,0.42
fukuoka,太宰府市,0.41
fukuoka,福津市,0.41
fukuoka,古賀市,0.41
fukuoka,北九州市若松区,0.41
fukuoka,嘉麻市,0.41
fukuoka,糸島市,0.40
fukuoka,行橋市,0.40
fukuoka,北九州市門司区,0.39
fukuoka,八女市,0.39
fukuoka,糟屋郡須恵町,0.37
fukuoka,筑後市,0.37
fukuoka,大川市,0.37
fukuoka,うきは市,0.37
fukuoka,田川郡大任町,0.36
fukuoka,糟屋郡志免町,0.35
fukuoka,みやま市,0.35
fukuoka,朝倉郡筑前町,0.34
fukuoka,小郡市,0.33
fukuoka,嘉穂郡,0.33
fukuoka,宗像市,0.32
fukuoka,築上郡吉富町,0.32
fukuoka,遠賀郡岡垣町,0.31
fukuoka,八女郡,0.31
fukuoka,築上郡上毛町,0.30
fukuoka,糟屋郡篠栗町,0.29
fukuoka,田川郡赤村,0.29
fukuoka,柳川市,0.28
fukuoka,田川郡添田町,0.27
fukuoka,三井郡,0.27
fukuoka,糟屋郡宇美町,0.25
fukuoka,京都郡みやこ町,0.24
fukuoka,三潴郡,0.24
fukuoka,朝倉郡東峰村,0.21
saga,鳥栖市,0.47
saga,三養基郡みやき町,0.46
saga,佐賀市,0.41
saga,唐津市,0.40
saga,杵島郡江北町,0.40
saga,三養基郡基山町,0.34
saga,神埼郡,0.32
saga,武雄市,0.32
saga,三養基郡上峰町,0.30
saga,神埼市,0.29
saga,鹿島市,0.27
saga,杵島郡大町町,0.27
saga,伊万里市,0.26
saga,小城市,0.25
saga,杵島郡白石町,0.24
saga,嬉野市,0.21
saga,東松浦郡,0.20
saga,西松浦郡,0.18
saga,多久市,0.15
saga,藤津郡,0.11
nagasaki,北松浦郡小値賀町,0.35
nagasaki,北松浦郡佐々町,0.33
nagasaki,西彼杵郡時津町,0.31
nagasaki,佐世保市,0.30
nagasaki,松浦市,0.30
nagasaki,大村市,0.28
nagasaki,諫早市,0.27
nagasaki,西海市,0.25
nagasaki,長崎市,0.24
nagasaki,雲仙市,0.23
nagasaki,東彼杵郡川棚町,0.22
nagasaki,東彼杵郡東彼杵町,0.21
nagasaki,島原市,0.19
nagasaki,対馬市,0.19
nagasaki,東彼杵郡波佐見町,0.16
nagasaki,壱岐市,0.16
nagasaki,五島市,0.16
nagasaki,西彼杵郡長与町,0.14
nagasaki,平戸市,0.14
nagasaki,南島原市,0.14
nagasaki,南松浦郡,0.13
kumamoto,菊池郡菊陽町,0.34
kumamoto,上益城郡嘉島町,0.32
kumamoto,熊本市中央区,0.30
kumamoto,熊本市西区,0.17
kumamoto,熊本市東区,0.16
kumamoto,八代市,0.15
kumamoto,宇土市,0.13
kumamoto,八代郡,0.13
kumamoto,熊本市南区,0.11
kumamoto,熊本市北区,0.11
kumamoto,菊池郡大津町,0.11
kumamoto,宇城市,0.11
kumamoto,荒尾市,0.10
kumamoto,玉名市,0.10
kumamoto,合志市,0.09
kumamoto,上益城郡御船町,0.09
kumamoto,人吉市,0.09
kumamoto,玉名郡南関町,0.09
kumamoto,天草郡,0.07
kumamoto,菊池市,0.07
kumamoto,阿蘇市,0.07
kumamoto,玉名郡長洲町,0.07
kumamoto,山鹿市,0.06
kumamoto,下益城郡,0.06
kumamoto,水俣市,0.06
kumamoto,上益城郡甲佐町,0.05
kumamoto,阿蘇郡小国町,0.05
kumamoto,上天草市,0.05
kumamoto,上益城郡益城町,0.04
kumamoto,玉名郡玉東町,0.04
kumamoto,玉名郡和水町,0.04
kumamoto,葦北郡芦北町,0.04
kumamoto,上益城郡山都町,0.03
kumamoto,球磨郡錦町,0.03
kumamoto,球磨郡多良木町,0.03
kumamoto,球磨郡湯前町,0.03
kumamoto,球磨郡山江村,0.03
kumamoto,阿蘇郡南小国町,0.03
kumamoto,阿蘇郡高森町,0.03
kumamoto,天草市,0.02
kumamoto,球磨郡あさぎり町,0.02
kumamoto,阿蘇郡南阿蘇村,0.01
oita,別府市,0.33
oita,中津市,0.32
oita,由布市,0.28
oita,大分市,0.26
oita,宇佐市,0.25
oita,竹田市,0.23
oita,佐伯市,0.22
oita,豊後高田市,0.22
oita,日田市,0.21
oita,玖珠郡九重町,0.20
oita,豊後大野市,0.19
oita,玖珠郡玖珠町,0.18
oita,杵築市,0.14
oita,臼杵市,0.13
oita,国東市,0.12
oita,津久見市,0.12
oita,速見郡,0.07
miyazaki,宮崎市,0.50
miyazaki,日向市,0.32
miyazaki,延岡市,0.30
miyazaki,都城市,0.28
miyazaki,東臼杵郡門川町,0.28
miyazaki,児湯郡高鍋町,0.27
miyazaki,日南市,0.24
miyazaki,児湯郡都農町,0.23
miyazaki,児湯郡新富町,0.20
miyazaki,北諸県郡,0.20
miyazaki,串間市,0.20
miyazaki,えびの市,0.19
miyazaki,小林市,0.19
miyazaki,児湯郡川南町,0.18
miyazaki,東諸県郡国富町,0.16
miyazaki,東諸県郡綾町,0.16
miyazaki,児湯郡木城町,0.14
miyazaki,西都市,0.13
miyazaki,西諸県郡,0.12
miyazaki,西臼杵郡日之影町,0.11
miyazaki,児湯郡西米良村,0.10
miyazaki,西臼杵郡高千穂町,0.09
miyazaki,西臼杵郡五ヶ瀬町,0.03
miyazaki,東臼杵郡美郷町,0.02
kagoshima,阿久根市,0.58
kagoshima,鹿児島市,0.42
kagoshima,大島郡徳之島町,0.34
kagoshima,大島郡瀬戸内町,0.32
kagoshima,鹿屋市,0.31
kagoshima,姶良市,0.31
kagoshima,霧島市,0.30
kagoshima,大島郡和泊町,0.30
kagoshima,出水市,0.28
kagoshima,大島郡龍郷町,0.28
kagoshima,大島郡知名町,0.28
kagoshima,南九州市,0.27
kagoshima,肝属郡肝付町,0.27
kagoshima,奄美市,0.25
kagoshima,大島郡天城町,0.25
kagoshima,枕崎市,0.25
kagoshima,姶良郡,0.25
kagoshima,熊毛郡中種子町,0.24
kagoshima,熊毛郡南種子町,0.24
kagoshima,熊毛郡屋久島町,0.24
kagoshima,薩摩川内市,0.24
kagoshima,指宿市,0.24
kagoshima,志布志市,0.24
kagoshima,大島郡喜界町,0.21
kagoshima,垂水市,0.21
kagoshima,薩摩郡,0.21
kagoshima,出水郡,0.21
kagoshima,日置市,0.20
kagoshima,大島郡宇検村,0.19
kagoshima,曽於市,0.19
kagoshima,いちき串木野市,0.19
kagoshima,南さつま市,0.17
kagoshima,西之表市,0.17
kagoshima,大島郡与論町,0.16
kagoshima,伊佐市,0.16
kagoshima,大島郡伊仙町,0.15
kagoshima,肝属郡南大隅町,0.15
kagoshima,肝属郡錦江町,0.14
kagoshima,曽於郡,0.13
kagoshima,肝属郡東串良町,0.11
okinawa,中頭郡北谷町,0.70
okinawa,石垣市,0.57
okinawa,島尻郡与那原町,0.54
okinawa,宮古島市,0.49
okinawa,那覇市,0.48
okinawa,中頭郡北中城村,0.46
okinawa,島尻郡南風原町,0.45
okinawa,糸満市,0.43
okinawa,名護市,0.41
okinawa,沖縄市,0.41
okinawa,浦添市,0.39
okinawa,島尻郡座間味村,0.34
okinawa,宜野湾市,0.33
okinawa,中頭郡西原町,0.32
okinawa,中頭郡読谷村,0.29
okinawa,島尻郡粟国村,0.29
okinawa,国頭郡恩納村,0.29
okinawa,中頭郡嘉手納町,0.28
okinawa,うるま市,0.28
okinawa,国頭郡本部町,0.28
okinawa,島尻郡八重瀬町,0.27
okinawa,南城市,0.27
okinawa,国頭郡今帰仁村,0.25
okinawa,豊見城市,0.24
okinawa,国頭郡伊江村,0.24
okinawa,中頭郡中城村,0.23
okinawa,島尻郡南大東村,0.23
okinawa,島尻郡久米島町,0.22
okinawa,国頭郡金武町,0.22
okinawa,国頭郡宜野座村,0.21
okinawa,国頭郡国頭村,0.20
okinawa,八重山郡竹富町,0.20
okinawa,国頭郡大宜味村,0.19
okinawa,国頭郡東村,0.19
okinawa,八重山郡与那国町,0.12
okinawa,宮古郡,0.09
